number,value,datetime_start,datetime_complete,duration,params_max_depth,params_min_samples_leaf,params_min_samples_split,params_n_estimators,state
953,-0.573795409769336,2026-03-31 19:38:56.215504,2026-03-31 19:39:02.235905,0 days 00:00:06.020401,35,2,2,9468,COMPLETE
954,-0.5978465122738372,2026-03-31 19:39:02.258588,2026-03-31 19:39:06.665611,0 days 00:00:04.407023,37,1,2,6769,COMPLETE
955,-0.598484555253573,2026-03-31 19:39:06.690095,2026-03-31 19:39:12.398907,0 days 00:00:05.708812,28,1,2,8966,COMPLETE
956,-0.5986957521163496,2026-03-31 19:39:12.419472,2026-03-31 19:39:18.591911,0 days 00:00:06.172439,16,1,2,9660,COMPLETE
957,-0.5735229695061639,2026-03-31 19:39:18.621349,2026-03-31 19:39:24.851552,0 days 00:00:06.230203,30,2,3,9816,COMPLETE
958,-0.5982077388091616,2026-03-31 19:39:24.881481,2026-03-31 19:39:30.742307,0 days 00:00:05.860826,38,1,4,9298,COMPLETE
959,-0.6031149482501499,2026-03-31 19:39:30.763921,2026-03-31 19:39:36.803268,0 days 00:00:06.039347,27,1,6,9513,COMPLETE
960,-0.5735655634924106,2026-03-31 19:39:36.824642,2026-03-31 19:39:38.702095,0 days 00:00:01.877453,34,2,2,2847,COMPLETE
961,-0.5983990091708848,2026-03-31 19:39:38.719478,2026-03-31 19:39:44.986219,0 days 00:00:06.266741,36,1,2,9820,COMPLETE
962,-0.5980802493298626,2026-03-31 19:39:45.003522,2026-03-31 19:39:51.117250,0 days 00:00:06.113728,18,1,3,9673,COMPLETE
963,-0.572587280365837,2026-03-31 19:39:51.141493,2026-03-31 19:39:54.058251,0 days 00:00:02.916758,33,2,2,4484,COMPLETE
964,-0.5983540196527407,2026-03-31 19:39:54.075457,2026-03-31 19:40:00.049405,0 days 00:00:05.973948,31,1,2,9367,COMPLETE
965,-0.5977095998804044,2026-03-31 19:40:00.067888,2026-03-31 19:40:06.377492,0 days 00:00:06.309604,29,1,3,9824,COMPLETE
966,-0.5988702633147918,2026-03-31 19:40:06.404276,2026-03-31 19:40:12.618876,0 days 00:00:06.214600,39,1,2,9531,COMPLETE
967,-0.5734257061388597,2026-03-31 19:40:12.644684,2026-03-31 19:40:18.449509,0 days 00:00:05.804825,32,2,2,9165,COMPLETE
968,-0.5987755711399344,2026-03-31 19:40:18.476155,2026-03-31 19:40:24.567417,0 days 00:00:06.091262,37,1,2,9643,COMPLETE
969,-0.5975322006421656,2026-03-31 19:40:24.597720,2026-03-31 19:40:30.919892,0 days 00:00:06.322172,30,1,3,9992,COMPLETE
970,-0.5978325120612512,2026-03-31 19:40:30.937297,2026-03-31 19:40:37.124001,0 days 00:00:06.186704,35,1,3,9774,COMPLETE
971,-0.5736675793574977,2026-03-31 19:40:37.142203,2026-03-31 19:40:43.127445,0 days 00:00:05.985242,40,2,2,9421,COMPLETE
972,-0.5983341164700633,2026-03-31 19:40:43.153218,2026-03-31 19:40:49.367348,0 days 00:00:06.214130,35,1,2,9816,COMPLETE
973,-0.5987685711058421,2026-03-31 19:40:49.391540,2026-03-31 19:40:55.484028,0 days 00:00:06.092488,38,1,2,9597,COMPLETE
974,-0.595603434928934,2026-03-31 19:40:55.502232,2026-03-31 19:40:55.916072,0 days 00:00:00.413840,29,1,2,490,COMPLETE
975,-0.5685487692903589,2026-03-31 19:40:55.934281,2026-03-31 19:41:02.171221,0 days 00:00:06.236940,36,3,3,9989,COMPLETE
976,-0.5734273416718557,2026-03-31 19:41:02.188680,2026-03-31 19:41:08.503394,0 days 00:00:06.314714,33,2,2,9999,COMPLETE
977,-0.5982828418138505,2026-03-31 19:41:08.524262,2026-03-31 19:41:14.270439,0 days 00:00:05.746177,31,1,2,9027,COMPLETE
978,-0.5736094016297717,2026-03-31 19:41:14.299184,2026-03-31 19:41:20.210499,0 days 00:00:05.911315,34,2,2,9299,COMPLETE
979,-0.5974720760066747,2026-03-31 19:41:20.239449,2026-03-31 19:41:25.731073,0 days 00:00:05.491624,39,1,3,8617,COMPLETE
980,-0.5737144804365514,2026-03-31 19:41:25.760332,2026-03-31 19:41:31.869738,0 days 00:00:06.109406,30,2,2,9680,COMPLETE
981,-0.5974521183447379,2026-03-31 19:41:31.898579,2026-03-31 19:41:38.247692,0 days 00:00:06.349113,32,1,3,10000,COMPLETE
982,-0.5977208707013462,2026-03-31 19:41:38.268815,2026-03-31 19:41:42.005401,0 days 00:00:03.736586,37,1,2,5828,COMPLETE
983,-0.5989521186353357,2026-03-31 19:41:42.035409,2026-03-31 19:41:48.085578,0 days 00:00:06.050169,28,1,2,9505,COMPLETE
984,-0.5736667493887354,2026-03-31 19:41:48.114157,2026-03-31 19:41:54.282701,0 days 00:00:06.168544,36,2,3,9740,COMPLETE
985,-0.5984235930218391,2026-03-31 19:41:54.303659,2026-03-31 19:42:00.261757,0 days 00:00:05.958098,38,1,2,9370,COMPLETE
986,-0.5986080017967347,2026-03-31 19:42:00.290494,2026-03-31 19:42:06.462441,0 days 00:00:06.171947,31,1,2,9687,COMPLETE
987,-0.6075434492383281,2026-03-31 19:42:06.483792,2026-03-31 19:42:12.651372,0 days 00:00:06.167580,34,1,10,9830,COMPLETE
988,-0.5978475723470478,2026-03-31 19:42:12.672347,2026-03-31 19:42:18.531183,0 days 00:00:05.858836,33,1,3,9186,COMPLETE
989,-0.5737817057143426,2026-03-31 19:42:18.551654,2026-03-31 19:42:24.637639,0 days 00:00:06.085985,32,2,2,9591,COMPLETE
990,-0.5988468111268122,2026-03-31 19:42:24.658427,2026-03-31 19:42:30.687542,0 days 00:00:06.029115,37,1,2,9477,COMPLETE
991,-0.5734479334249014,2026-03-31 19:42:30.710967,2026-03-31 19:42:36.942525,0 days 00:00:06.231558,30,2,4,9834,COMPLETE
992,-0.6074201900391659,2026-03-31 19:42:36.961906,2026-03-31 19:42:43.090816,0 days 00:00:06.128910,35,1,8,9659,COMPLETE
993,-0.573444462456829,2026-03-31 19:42:43.118947,2026-03-31 19:42:49.422680,0 days 00:00:06.303733,29,2,3,9997,COMPLETE
994,-0.5984552719487238,2026-03-31 19:42:49.443093,2026-03-31 19:42:55.108841,0 days 00:00:05.665748,36,1,2,8867,COMPLETE
995,-0.5987983530999655,2026-03-31 19:42:55.129144,2026-03-31 19:43:01.149382,0 days 00:00:06.020238,31,1,2,9453,COMPLETE
996,-0.5983456580189743,2026-03-31 19:43:01.169682,2026-03-31 19:43:07.411927,0 days 00:00:06.242245,33,1,2,9809,COMPLETE
997,-0.5735842983970733,2026-03-31 19:43:07.433107,2026-03-31 19:43:13.322182,0 days 00:00:05.889075,37,2,2,9280,COMPLETE
998,-0.5981108814270669,2026-03-31 19:43:13.342200,2026-03-31 19:43:19.449181,0 days 00:00:06.106981,25,1,3,9668,COMPLETE
999,-0.5981711206207186,2026-03-31 19:43:19.466192,2026-03-31 19:43:25.828636,0 days 00:00:06.362444,39,1,2,9998,COMPLETE
